id,label
323,5
324,2
325,0
326,7
327,4
328,0
329,4
330,11
331,0
332,1
333,5
334,3
335,8
336,2
337,-1
338,1
339,4
340,4
341,4
342,4
343,2
344,7
345,9
346,3
347,30
348,5
349,0
350,3
351,1
352,0
353,2
354,4
355,5
356,6
357,4
358,35
359,4
360,1
361,4
362,4
363,2
364,4
365,5
366,7
367,6
368,5
369,6
370,0
371,6
372,1
373,4
374,6
375,1
376,5
377,8
378,0
379,4
380,1
381,5
382,4
383,9
384,2
385,5
386,1
387,2
388,1
389,5
390,7
391,3
392,1
393,4
394,1
395,1
396,2
397,7
398,4
399,6
400,6
401,3
402,1
403,0
404,3
405,5
406,1
407,3
408,2
409,1
410,6
411,1
412,5
413,1
414,1
415,3
416,4
417,4
418,6
419,35
420,5
421,2
422,2
423,2
424,4
425,2
426,3
427,1
428,2
429,0
430,0
431,5
432,0
433,5
434,2
435,0
436,6
437,6
438,0
439,5
440,8
441,5
442,6
443,2
444,5
445,0
446,8
447,7
448,4
449,2
450,3
451,4
452,4
453,7
454,3
455,3
456,2
457,3
458,7
459,0
460,5
461,4
462,4
463,6
464,3
465,4
466,1
467,7
468,4
469,4
470,0
471,0
472,4
473,2
474,5
475,2
476,2
477,3
478,2
479,6
480,3
481,6
482,2
483,1
484,13
485,3
486,3
487,1
488,2
489,4
490,5
491,1
492,3
493,4
494,3
495,3
496,6
497,1
498,3
499,0
500,5
501,4
502,4
503,5
504,3
505,4
506,5
507,0
508,10
509,1
510,5
511,1
512,1
513,1
514,0
515,2
516,-2
517,1
518,3
519,9
520,0
521,3
522,4
523,5
524,0
525,6
526,2
527,6
528,5
529,4
530,10
531,5
532,2
533,2
534,3
535,5
536,7
537,3
538,6
539,5
540,0
541,4
542,6
543,4
544,1
545,7
546,5
547,6
548,4
549,5
550,5
551,0
552,0
553,6
554,5
555,5
556,4
557,5
558,6
559,6
560,2
561,2
562,1
563,6
564,4
565,2
566,2
567,5
568,2
569,6
570,0
571,6
572,3
573,5
574,2
575,6
576,7
577,4
578,5
579,7
580,6
581,5
582,6
583,6
584,1
585,1
586,3
587,5
588,7
589,0
590,2
591,0
592,4
593,4
594,0
595,7
596,1
597,1
598,6
599,7
600,1
601,5
602,2
603,4
604,7
605,0
606,2
607,1
608,6
609,2
610,3
611,5
612,9
613,0
614,3
615,4
616,4
617,1
618,5
619,3
620,9
621,5
622,2
623,2
624,3
625,4
626,8
627,6
628,9
629,3
630,4
631,3
632,2
633,4
634,0
635,3
636,8
637,4
638,3
639,6
640,0
641,1
642,0
643,8
644,11
645,1
646,0
647,1
648,5
649,2
650,0
651,4
652,1
653,8
654,5
655,5
656,0
657,7
658,2
659,3
660,3
661,6
662,3
663,1
664,0
665,3
666,2
667,4
668,2
669,4
670,6
671,0
672,1
673,4
674,7
675,0
676,0
677,3
678,1
679,1
680,9
681,5
682,1
683,5
684,5
685,6
686,3
687,6
688,1
689,2
690,5
691,4
692,1
693,34
694,4
695,5
696,1
697,2
698,2
699,6
700,7
701,3
702,7
703,30
704,1
705,0
706,3
707,5
708,3
709,6
710,7
711,4
712,6
713,5
714,2
715,5
716,1
717,4
718,1
719,7
720,8
721,4
722,6
723,3
724,3
725,3
726,3
727,9
728,2
729,0
730,4
731,4
732,4
733,7
734,1
735,0
736,5
737,5
738,5
739,0
740,1
741,4
742,5
743,4
744,5
745,4
746,1
747,2
748,4
749,6
750,5
751,7
752,6
753,3
754,2
755,5
756,5
757,3
758,3
759,6
760,6
761,5
762,5
763,3
764,1
765,-3
766,0
767,2
768,1
769,1
770,5
771,0
772,1
773,2
774,0
775,5
776,7
777,7
778,2
779,4
780,-13
781,1
782,6
783,5
784,4
785,6
786,8
787,7
788,4
789,4
790,3
791,4
792,0
793,1
794,3
795,4
796,5
797,3
798,6
799,1
800,5
801,2
802,4
803,5
804,4
805,5
806,5
807,4
808,7
809,2
810,4
811,6
812,4
813,4
814,5
815,3
816,6
817,3
818,0
819,-18
820,4
821,1
822,2
823,2
824,3
825,5
826,2
827,2
828,0
829,7
830,7
831,5
832,2
833,5
834,5
835,4
836,3
837,5
838,3
839,3
840,4
841,4
842,1
843,0
844,6
845,1
846,2
847,6
848,6
849,7
850,3
851,3
852,9
853,0
854,5
855,2
856,4
857,5
858,4
859,6
860,4
861,2
862,4
863,2
864,2
865,4
866,3
867,7
868,4
869,8
870,3
871,5
872,3
873,6
874,4
875,2
876,5
877,3
878,2
879,6
880,6
881,2
882,3
883,35
884,1
885,5
886,7
887,4
888,7
889,5
890,7
891,3
892,4
893,6
894,0
895,5
896,2
897,4
898,7
899,0
900,8
901,6
902,8
903,2
904,0
905,2
906,8
907,6
908,5
909,5
910,5
911,1
912,3
913,4
914,0
915,6
916,0
917,4
918,5
919,5
920,2
921,6
922,7
923,6
924,5
925,2
926,4
927,2
928,3
929,4
930,2
931,0
932,6
933,4
934,0
935,5
936,5
937,2
938,6
939,0
940,2
941,4
942,5
943,1
944,6
945,0
946,6
947,4
948,0
949,3
950,5
951,3
952,2
953,5
954,0
955,6
956,1
957,3
958,5
959,5
960,5
961,0
962,1
963,2
964,0
965,7
966,1
967,1
968,5
969,4
970,0
971,5
972,12
973,5
974,3
975,4
976,3
977,1
978,6
979,11
980,12
981,6
982,0
983,2
984,4
985,5
986,3
987,5
988,4
989,0
990,1
991,6
992,7
993,35
994,5
995,4
996,0
997,2
998,2
999,6
1000,4
1001,0
1002,6
1003,0
1004,3
1005,5
1006,4
1007,5
1008,3
1009,7
1010,0
1011,2
1012,2
1013,7
1014,0
1015,2
1016,6
1017,6
1018,5
1019,4
1020,5
1021,7
1022,2
1023,5
1024,4
1025,1
1026,9
1027,2
1028,5
1029,3
1030,-16
1031,0
1032,6
1033,6
1034,5
1035,3
1036,2
1037,5
1038,3
1039,4
1040,2
1041,9
1042,6
1043,1
1044,0
1045,0
1046,8
1047,4
1048,4
1049,0
1050,2
1051,7
1052,6
1053,7
1054,1
1055,5
1056,6
1057,1
1058,5
1059,1
1060,-17
1061,4
1062,0
1063,0
1064,0
1065,3
1066,2
1067,6
1068,3
1069,7
1070,8
1071,3
1072,1
1073,3
1074,1
1075,11
1076,10
1077,1
1078,5
1079,6
1080,1
1081,1
1082,1
1083,6
1084,5
1085,2
1086,1
1087,11
1088,4
1089,0
1090,6
1091,7
1092,3
1093,2
1094,3
1095,0
1096,0
1097,6
1098,8
1099,6
1100,3
1101,1
1102,5
1103,4
1104,-1
1105,0
1106,3
1107,2
1108,3
1109,4
1110,4
1111,10
1112,5
1113,8
1114,6
1115,2
1116,5
1117,1
1118,3
1119,5
1120,5
1121,3
1122,6
1123,9
1124,5
1125,4
1126,3
1127,2
1128,5
1129,1
1130,2
1131,4
1132,35
1133,5
1134,0
1135,-4
1136,2
1137,4
1138,4
1139,2
1140,1
1141,6
1142,5
1143,1
1144,4
1145,3
1146,2
1147,1
1148,2
1149,5
1150,0
1151,0
1152,6
1153,5
1154,6
1155,34
1156,4
1157,2
1158,35
1159,9
1160,1
1161,4
1162,5
1163,3
1164,5
1165,2
1166,2
1167,3
1168,0
1169,4
1170,4
1171,7
1172,4
1173,3
1174,5
1175,0
1176,1
1177,0
1178,1
1179,3
1180,2
1181,4
1182,4
1183,7
1184,4
1185,5
1186,0
1187,5
1188,5
1189,4
1190,0
1191,7
1192,1
1193,3
1194,2
1195,3
1196,2
1197,3
1198,0
1199,4
1200,5
1201,1
1202,0
1203,7
1204,3
1205,6
1206,0
1207,6
1208,4
1209,2
1210,2
1211,3
1212,5
1213,5
1214,0
1215,5
1216,2
1217,5
1218,3
1219,7
1220,2
1221,3
1222,5
1223,10
1224,4
1225,2
1226,1
1227,33
1228,8
1229,5
1230,6
1231,1
1232,4
1233,1
1234,6
1235,1
1236,-3
1237,10
1238,4
1239,5
1240,6
1241,7
1242,7
1243,0
1244,2
1245,2
1246,7
1247,2
1248,3
1249,2
1250,6
1251,7
1252,0
1253,1
1254,3
1255,7
1256,2
1257,5
1258,5
1259,0
1260,1
1261,5
1262,4
1263,5
1264,5
1265,2
1266,3
1267,5
1268,-2
1269,7
1270,4
1271,4
1272,3
1273,0
1274,7
1275,2
1276,3
1277,4
1278,5
1279,2
1280,2
1281,4
1282,7
1283,-1
1284,2
1285,3
1286,1
1287,4
1288,0
1289,5
1290,6
1291,6
1292,3
1293,4
1294,2
1295,12
1296,3
1297,6
1298,4
1299,0
1300,2
1301,2
1302,4
1303,1
1304,0
1305,4
1306,1
1307,-1
1308,5
1309,0
1310,1
1311,4
1312,5
1313,1
1314,4
1315,6
1316,3
1317,0
1318,4
1319,0
1320,6
1321,4
1322,3
1323,1
1324,9
1325,2
1326,4
1327,9
1328,0
1329,7
1330,6
1331,8
1332,4
1333,0
1334,2
1335,4
1336,3
1337,6
1338,1
1339,0
1340,3
1341,6
1342,5
1343,5
1344,34
1345,5
1346,7
1347,5
1348,3
1349,5
1350,2
1351,0
1352,5
1353,4
1354,2
1355,7
1356,3
1357,2
1358,6
1359,3
1360,9
1361,7
1362,4
1363,0
1364,8
1365,3
1366,0
1367,4
1368,3
1369,0
1370,5
1371,5
1372,4
1373,0
1374,5
1375,3
1376,6
1377,5
1378,1
1379,6
1380,9
1381,7
1382,2
1383,3
1384,3
1385,5
1386,0
1387,3
1388,4
1389,5
1390,6
1391,2
1392,1
1393,4
1394,3
1395,0
1396,6
1397,1
1398,4
1399,2
1400,5
1401,7
1402,4
1403,12
1404,5
1405,1
1406,5
1407,2
1408,6
1409,3
1410,9
1411,2
1412,7
1413,4
1414,5
1415,5
1416,3
1417,0
1418,2
1419,10
1420,0
1421,6
1422,3
1423,1
1424,1
1425,4
1426,6
1427,3
1428,-1
1429,7
1430,6
1431,4
1432,3
1433,1
1434,3
1435,2
1436,2
1437,2
1438,9
1439,0
1440,6
1441,3
1442,5
1443,3
1444,7
1445,5
1446,2
1447,5
1448,5
1449,3
1450,6
1451,3
1452,2
1453,4
1454,0
1455,5
1456,3
1457,3
1458,4
1459,4
1460,7
1461,6
1462,2
1463,3
1464,0
1465,6
1466,0
1467,3
1468,5
1469,4
1470,3
1471,3
1472,4
1473,6
1474,3
1475,1
1476,3
1477,3
1478,9
1479,7
1480,5
1481,3
1482,5
1483,-1
1484,4
1485,3
1486,4
1487,7
1488,6
1489,3
1490,-18
1491,5
1492,3
1493,0
1494,5
1495,3
1496,2
1497,7
1498,11
1499,-15
1500,3
1501,0
1502,0
1503,4
1504,3
1505,6
1506,6
1507,6
1508,5
1509,4
1510,1
1511,5
1512,4
1513,4
1514,6
1515,5
1516,7
1517,6
1518,7
1519,1
1520,5
1521,6
1522,5
1523,0
1524,2
1525,0
1526,1
1527,6
1528,0
1529,1
1530,1
1531,2
1532,6
1533,0
1534,1
1535,6
1536,0
1537,5
1538,1
1539,7
1540,2
1541,3
1542,-1
1543,2
1544,3
1545,0
1546,3
1547,2
1548,2
1549,0
1550,0
1551,1
1552,6
1553,1
1554,1
1555,1
1556,5
1557,7
1558,8
1559,7
1560,6
1561,4
1562,2
1563,1
1564,6
1565,1
1566,6
1567,5
1568,5
1569,3
1570,3
1571,1
1572,4
1573,2
1574,1
1575,3
1576,1
1577,5
1578,0
1579,4
1580,5
1581,3
1582,1
1583,3
1584,1
1585,0
1586,2
1587,3
1588,3
1589,2
1590,1
1591,8
1592,0
1593,6
1594,4
1595,5
1596,5
1597,6
1598,1
1599,0
1600,3
1601,7
1602,3
1603,5
1604,1
1605,2
1606,1
1607,3
1608,1
1609,4
1610,4
1611,1
1612,6
1613,1
1614,5
1615,2
1616,3
1617,4
1618,0
1619,3
1620,1
1621,8
1622,4
1623,6
1624,4
1625,4
1626,0
1627,3
1628,4
1629,5
1630,6
1631,0
1632,6
1633,5
1634,1
1635,4
1636,2
1637,2
1638,1
1639,2
1640,2
1641,5
1642,0
1643,3
1644,1
1645,2
1646,2
1647,2
1648,2
1649,2
1650,6
1651,5
1652,5
1653,0
1654,2
1655,5
1656,6
1657,5
1658,5
1659,3
1660,0
1661,0
1662,7
1663,0
1664,3
1665,0
1666,1
1667,5
1668,4
1669,0
1670,1
1671,1
1672,6
1673,3
1674,7
1675,1
1676,4
1677,5
1678,3
1679,4
1680,5
1681,6
1682,-1
1683,1
1684,3
1685,3
1686,2
1687,6
1688,1
1689,1
1690,6
1691,1
1692,6
1693,5
1694,0
1695,1
1696,4
1697,5
1698,3
1699,6
1700,11
1701,4
1702,5
1703,1
1704,3
1705,4
1706,6
1707,7
1708,2
1709,6
1710,4
1711,5
1712,4
1713,4
1714,8
1715,4
1716,2
1717,10
1718,2
1719,3
1720,5
1721,6
1722,5
1723,0
1724,0
1725,4
1726,-3
1727,7
1728,6
1729,6
1730,4
1731,2
1732,8
1733,4
1734,0
1735,4
1736,5
1737,4
1738,2
1739,1
1740,5
1741,4
1742,0
1743,2
1744,5
1745,5
1746,5
1747,6
1748,3
1749,4
1750,0
1751,4
1752,3
1753,5
1754,-1
1755,2
1756,5
1757,3
1758,5
1759,6
1760,7
1761,4
1762,7
1763,2
1764,5
1765,4
1766,6
1767,3
1768,8
1769,0
1770,7
1771,5
1772,-1
1773,5
1774,1
1775,-1
1776,0
1777,2
1778,1
1779,4
1780,0
1781,2
1782,5
1783,5
1784,4
1785,5
1786,5
1787,6
1788,1
1789,1
1790,4
1791,2
1792,0
1793,2
1794,5
1795,4
1796,5
1797,0
1798,0
1799,5
1800,1
1801,5
1802,2
1803,2
1804,1
1805,8
1806,3
1807,4
1808,7
1809,11
1810,2
1811,3
1812,3
1813,3
1814,0
1815,6
1816,1
1817,1
1818,3
1819,4
1820,4
1821,2
1822,6
1823,5
1824,1
1825,34
1826,1
1827,4
1828,4
1829,1
1830,7
1831,5
1832,5
1833,3
1834,3
1835,3
1836,2
1837,4
1838,2
1839,7
1840,2
1841,11
1842,2
1843,3
1844,1
1845,6
1846,2
1847,11
1848,4
1849,4
1850,3
1851,3
1852,2
1853,3
1854,3
1855,3
1856,3
1857,4
1858,0
1859,0
1860,1
1861,0
1862,0
1863,4
1864,0
1865,3
1866,3
1867,1
1868,3
1869,6
1870,2
1871,3
1872,1
1873,0
1874,0
1875,6
1876,3
1877,0
1878,2
1879,1
1880,1
1881,2
1882,6
1883,9
1884,1
1885,6
1886,3
1887,0
1888,5
1889,1
1890,5
1891,6
1892,2
1893,8
1894,1
1895,-1
1896,0
1897,8
1898,0
1899,3
1900,2
1901,27
1902,3
1903,4
1904,0
1905,6
1906,1
1907,2
1908,5
1909,2
1910,4
1911,6
1912,5
1913,4
1914,1
1915,2
1916,6
1917,7
1918,1
1919,5
1920,2
1921,5
1922,6
1923,0
1924,4
1925,8
1926,5
1927,2
1928,6
1929,2
1930,4
1931,6
1932,7
1933,7
1934,5
1935,3
1936,2
1937,4
1938,5
1939,2
1940,0
1941,5
1942,6
1943,5
1944,3
1945,1
1946,6
1947,6
1948,0
1949,0
1950,0
1951,5
1952,5
1953,2
1954,4
1955,2
1956,1
1957,5
1958,4
1959,2
1960,1
1961,6
1962,4
1963,5
1964,1
1965,1
1966,0
1967,0
1968,8
1969,1
1970,1
1971,9
1972,7
1973,8
1974,6
1975,3
1976,3
1977,6
1978,0
1979,7
1980,6
1981,9
1982,6
1983,2
1984,4
1985,4
1986,6
1987,2
1988,6
1989,3
1990,0
1991,4
1992,3
1993,0
1994,0
1995,3
1996,6
1997,4
1998,2
1999,6
2000,2
2001,3
2002,2
2003,-1
2004,0
2005,2
2006,5
2007,7
2008,1
2009,11
2010,7
2011,-1
2012,0
2013,1
2014,1
2015,3
2016,6
2017,6
2018,3
2019,3
2020,0
2021,2
2022,5
2023,6
2024,3
2025,5
2026,4
2027,3
2028,2
2029,4
2030,1
2031,5
2032,6
2033,4
2034,1
2035,1
2036,6
2037,5
2038,3
2039,8
2040,2
2041,6
2042,3
2043,2
2044,5
2045,6
2046,9
2047,2
2048,5
2049,0
2050,5
2051,1
2052,2
2053,5
2054,4
2055,2
2056,0
2057,7
2058,2
2059,4
2060,3
2061,2
2062,2
2063,1
2064,8
2065,4
2066,1
2067,2
2068,3
2069,1
2070,0
2071,1
2072,6
2073,4
2074,2
2075,5
2076,3
2077,3
2078,8
2079,2
2080,5
2081,1
2082,4
2083,7
2084,1
2085,7
2086,3
2087,0
2088,5
2089,0
2090,7
2091,5
2092,3
2093,-1
2094,0
2095,3
2096,4
2097,0
2098,0
2099,2
2100,6
2101,4
2102,7
2103,2
2104,6
2105,3
2106,-1
2107,5
2108,5
2109,1
2110,6
2111,3
2112,1
2113,2
2114,4
2115,7
2116,2
2117,2
2118,0
2119,2
2120,2
2121,2
2122,7
2123,4
2124,3
2125,6
2126,0
2127,3
2128,1
2129,4
2130,8
2131,6
2132,1
2133,4
2134,6
2135,8
2136,1
2137,4
2138,2
2139,0
2140,5
2141,5
2142,5
2143,5
2144,2
2145,9
2146,2
2147,2
2148,1
2149,6
2150,2
2151,6
2152,5
2153,2
2154,10
2155,2
2156,5
2157,0
2158,5
2159,4
2160,6
2161,2
2162,4
2163,3
2164,2
2165,3
2166,5
2167,2
2168,7
2169,34
2170,6
2171,4
2172,7
2173,7
2174,0
2175,0
2176,2
2177,2
2178,2
2179,3
2180,1
2181,4
2182,5
2183,4
2184,6
2185,5
2186,4
2187,6
2188,2
2189,2
2190,9
2191,2
2192,3
2193,3
2194,2
2195,5
2196,5
2197,0
2198,6
2199,3
2200,5
2201,3
2202,1
2203,5
2204,4
2205,1
2206,1
2207,5
2208,1
2209,5
2210,2
2211,4
2212,3
2213,2
2214,3
2215,-3
2216,5
2217,8
2218,4
2219,6
2220,4
2221,7
2222,5
2223,35
2224,5
2225,0
2226,5
2227,4
2228,2
2229,1
2230,1
2231,-1
2232,2
2233,7
2234,6
2235,2
2236,8
2237,1
2238,2
2239,5
2240,8
2241,7
2242,2
2243,3
2244,8
2245,6
2246,7
2247,6
2248,8
2249,3
2250,5
2251,0
2252,6
2253,2
2254,4
2255,2
2256,0
2257,4
2258,0
2259,5
2260,3
2261,7
2262,0
2263,3
2264,5
2265,3
2266,3
2267,5
2268,8
2269,5
2270,2
2271,5
2272,2
2273,6
2274,3
2275,6
2276,10
2277,2
2278,2
2279,11
2280,5
2281,5
2282,0
2283,0
2284,1
2285,4
2286,6
2287,4
2288,3
2289,2
2290,1
2291,6
2292,12
2293,0
2294,6
2295,4
2296,0
2297,3
2298,11
2299,6
2300,5
2301,1
2302,4
2303,8
2304,6
2305,6
2306,8
2307,5
2308,4
2309,1
2310,5
2311,8
2312,3
2313,0
2314,5
2315,3
2316,6
2317,10
2318,0
2319,0
2320,2
2321,9
2322,2
2323,3
2324,4
2325,6
2326,1
2327,5
2328,0
2329,4
2330,7
2331,7
2332,3
2333,3
2334,-1
2335,8
2336,0
2337,6
2338,4
2339,2
2340,3
2341,4
2342,10
2343,2
2344,7
2345,3
2346,5
2347,4
2348,1
2349,5
2350,3
2351,2
2352,7
2353,4
2354,6
2355,2
2356,6
2357,1
2358,6
2359,2
2360,6
2361,0
2362,1
2363,5
2364,3
2365,-16
2366,-1
2367,6
2368,1
2369,5
2370,3
2371,5
2372,4
2373,4
2374,4
2375,1
2376,4
2377,3
2378,5
2379,5
2380,2
2381,1
2382,2
2383,1
2384,2
2385,3
2386,5
2387,2
2388,7
2389,0
2390,2
2391,7
2392,7
2393,4
2394,3
2395,2
2396,6
2397,5
2398,6
2399,0
2400,3
2401,4
2402,7
2403,4
2404,2
2405,6
2406,5
2407,0
2408,6
2409,2
2410,7
2411,3
2412,4
2413,3
2414,1
2415,6
2416,4
2417,4
2418,3
2419,4
2420,5
2421,1
2422,4
2423,3
2424,9
2425,9
2426,6
2427,2
2428,4
2429,6
2430,5
2431,1
2432,1
2433,5
2434,0
2435,6
2436,4
2437,0
2438,34
2439,4
2440,6
2441,1
2442,6
2443,4
2444,0
2445,0
2446,6
2447,3
2448,4
2449,3
2450,2
2451,4
2452,1
2453,1
2454,4
2455,8
2456,1
2457,1
2458,2
2459,4
2460,3
2461,7
2462,3
2463,2
2464,0
2465,6
2466,-16
2467,5
2468,4
2469,1
2470,6
2471,6
2472,1
2473,4
2474,2
2475,7
2476,5
2477,3
2478,6
2479,4
2480,2
2481,6
2482,3
2483,1
2484,7
2485,5
2486,1
2487,2
2488,3
2489,4
2490,3
2491,2
2492,11
2493,1
2494,2
2495,2
2496,2
2497,6
2498,3
2499,5
2500,3
2501,3
2502,5
2503,0
2504,4
2505,2
2506,3
2507,3
2508,0
2509,3
2510,6
2511,3
2512,4
2513,5
2514,5
2515,0
2516,4
2517,4
2518,6
2519,3
2520,5
2521,0
2522,6
2523,0
2524,3
2525,6
2526,6
2527,2
2528,2
2529,4
2530,8
2531,6
2532,1
2533,1
2534,4
2535,6
2536,2
2537,3
2538,1
2539,3
2540,1
2541,5
2542,5
2543,1
2544,6
2545,2
2546,6
2547,-1
2548,3
2549,3
2550,5
2551,-1
2552,0
2553,6
2554,3
2555,4
2556,2
2557,1
2558,1
2559,3
2560,5
2561,3
2562,3
2563,2
2564,8
2565,2
2566,6
2567,2
2568,2
2569,0
2570,3
2571,0
2572,7
2573,8
2574,2
2575,8
2576,4
2577,5
2578,0
2579,5
2580,2
2581,4
2582,6
2583,2
2584,4
2585,2
2586,5
2587,5
2588,3
2589,0
2590,3
2591,3
2592,5
2593,7
2594,4
2595,6
2596,4
2597,4
2598,3
2599,3
2600,6
2601,4
2602,5
2603,3
2604,3
2605,4
2606,1
2607,9
2608,3
2609,0
2610,2
2611,2
2612,0
2613,1
2614,0
2615,0
2616,6
2617,4
2618,1
2619,6
2620,4
2621,2
2622,6
2623,2
2624,3
2625,2
2626,6
2627,6
2628,0
2629,7
2630,-3
2631,5
2632,4
2633,1
2634,5
2635,0
2636,4
2637,2
2638,2
2639,2
2640,3
2641,5
2642,5
2643,3
2644,4
2645,4
2646,4
2647,0
2648,4
2649,5
2650,3
2651,1
2652,4
2653,6
2654,6
2655,3
2656,3
2657,0
2658,2
2659,4
2660,4
2661,4
2662,2
2663,6
2664,5
2665,7
2666,4
2667,3
2668,7
2669,3
2670,9
2671,8
2672,5
2673,2
2674,7
2675,4
2676,3
2677,6
2678,5
2679,2
2680,4
2681,5
2682,5
2683,5
2684,1
2685,1
2686,2
2687,1
2688,2
2689,4
2690,2
2691,6
2692,3
2693,0
2694,2
2695,9
2696,4
2697,4
2698,6
2699,4
2700,3
2701,4
2702,5
2703,5
2704,6
2705,3
2706,3
2707,4
2708,2
2709,8
2710,1
2711,2
2712,5
2713,0
2714,4
2715,4
2716,2
2717,5
2718,6
2719,4
2720,0
2721,9
2722,0
2723,5
2724,3
2725,6
2726,0
2727,0
2728,3
2729,2
2730,5
2731,4
2732,2
2733,6
2734,1
2735,-1
2736,0
2737,8
2738,3
2739,5
2740,3
2741,-3
2742,3
2743,4
2744,2
2745,6
2746,2
2747,1
2748,6
2749,0
2750,5
2751,7
2752,0
2753,2
2754,2
2755,2
2756,2
2757,1
2758,6
2759,2
2760,1
2761,1
2762,3
2763,7
2764,4
2765,0
2766,3
2767,7
2768,2
2769,8
2770,1
2771,4
2772,1
2773,0
2774,0
2775,0
2776,-1
2777,7
2778,2
2779,3
2780,4
2781,5
2782,6
2783,5
2784,7
2785,5
2786,0
2787,2
2788,7
2789,2
2790,3
2791,5
2792,5
2793,4
2794,4
2795,5
2796,6
2797,5
2798,2
2799,5
2800,0
2801,2
2802,6
2803,6
2804,1
2805,0
2806,2
2807,3
2808,4
2809,1
2810,6
2811,2
2812,2
2813,33
2814,1
2815,3
2816,7
2817,5
2818,5
2819,7
2820,6
2821,2
2822,0
2823,5
2824,0
2825,1
2826,6
2827,5
2828,2
2829,7
2830,4
2831,1
2832,4
2833,3
2834,8
2835,1
2836,2
2837,0
2838,4
2839,4
2840,5
2841,5
2842,5
2843,5
2844,2
2845,1
2846,1
2847,5
2848,5
2849,1
2850,4
2851,3
2852,6
2853,2
2854,2
2855,4
2856,3
2857,3
2858,1
2859,5
2860,2
2861,5
2862,4
2863,5
2864,3
2865,4
2866,3
2867,0
2868,0
2869,2
2870,3
2871,5
2872,3
2873,4
2874,4
2875,1
2876,5
2877,5
2878,2
2879,5
2880,0
2881,9
2882,2
2883,0
2884,5
2885,0
2886,6
2887,2
2888,0
2889,0
2890,4
2891,6
2892,0
2893,5
2894,0
2895,7
2896,2
2897,1
2898,5
2899,1
2900,4
2901,2
2902,7
2903,0
2904,6
2905,5
2906,5
2907,7
2908,5
2909,4
2910,1
2911,4
2912,6
2913,5
2914,5
2915,6
2916,2
2917,7
2918,6
2919,5
2920,1
2921,0
2922,1
2923,6
2924,2
2925,2
2926,0
2927,6
2928,1
2929,1
2930,12
2931,6
2932,0
2933,5
2934,4
2935,1
2936,3
2937,2
2938,4
2939,1
2940,0
2941,3
2942,2
2943,3
2944,5
2945,7
2946,6
2947,5
2948,4
2949,1
2950,4
2951,5
2952,8
2953,-1
2954,9
2955,5
2956,7
2957,1
2958,-12
2959,2
2960,2
2961,3
2962,3
2963,3
2964,6
2965,5
2966,2
2967,6
2968,4
2969,1
2970,5
2971,3
2972,-4
2973,34
2974,0
2975,2
2976,6
2977,4
2978,3
2979,5
2980,2
2981,3
2982,2
2983,3
2984,2
2985,6
2986,6
2987,0
2988,8
2989,5
