TestDataID,Rating
155,3.22674
156,3.12012
157,3.96367
158,4.13431
159,2.9878
160,3.82114
161,3.4659
162,3.32514
163,2.71112
164,2.5497
165,3.16526
166,3.09685
167,3.88332
168,4.19579
169,2.99415
170,4.82894
171,4.15826
172,4.5602
173,3.33175
174,4.36784
175,4.12483
176,4.45194
177,4.61106
178,4.9343
179,5.0497
180,3.06603
181,4.30231
182,4.47261
183,4.21371
184,3.66652
185,4.1814
186,4.12161
187,4.10025
188,3.35965
189,4.60175
190,4.22527
191,3.55891
192,4.30455
193,2.58501
194,4.13292
195,3.97096
196,2.95148
197,4.08502
198,3.98312
199,2.66439
200,4.03203
201,4.3247
202,4.15875
203,1.90706
204,3.88293
205,2.05852
206,3.12762
207,4.74318
208,4.30731
209,2.68991
210,4.19166
211,3.17999
212,3.97231
213,3.97713
214,2.43018
215,4.10927
216,2.29602
217,4.80822
218,3.74765
219,4.1153
220,1.97831
221,4.2227
222,4.2997
223,4.32738
224,3.87029
225,3.05938
226,4.30064
227,1.28411
228,3.02329
229,2.5715
230,4.43405
231,3.90111
232,3.19359
233,4.24082
234,3.83824
235,2.94737
236,4.35293
237,4.43504
238,3.72272
239,3.71034
240,3.69131
241,3.45809
242,3.20792
243,3.60082
244,4.54704
245,4.19467
246,4.1282
247,3.74437
248,3.05443
249,3.52408
250,3.52508
251,3.54781
252,4.68003
253,3.72437
254,3.81753
255,2.90626
256,3.42046
257,3.51915
258,3.24604
259,3.16538
260,2.99164
261,2.82953
262,3.33908
263,2.9075
264,3.6382
265,2.12196
266,3.36474
267,3.83521
268,3.25459
269,3.7871
270,4.41149
271,3.20683
272,3.65089
273,2.96989
274,2.63248
275,4.1551
276,2.81668
277,2.80349
278,3.99103
279,3.36113
280,3.86282
281,3.74416
282,4.22422
283,3.63114
284,3.36434
285,3.37132
286,2.82902
287,2.9615
288,3.52365
289,2.98098
290,3.2575
291,2.57177
292,3.37147
293,3.12048
294,3.43149
295,3.07347
296,3.39483
297,3.05395
298,4.2026
299,3.97121
300,2.98104
301,3.51106
302,3.69251
303,3.22928
304,3.41265
305,3.79704
306,4.23548
307,3.40206
308,3.35639
309,3.27232
310,3.85135
311,3.10407
312,3.46385
313,3.17458
314,3.1728
315,3.16053
316,4.14327
317,2.96117
318,4.18339
319,2.95174
320,4.35536
321,3.859
322,3.95925
323,3.63042
324,3.63332
325,4.36275
326,4.0782
327,3.39829
328,3.18701
329,2.35879
330,3.60624
331,2.69104
332,3.37796
333,3.75003
334,3.73189
335,3.48353
336,2.9122
337,2.32389
338,3.27604
339,3.68929
340,3.29088
341,3.08771
342,1.7939
343,3.20966
344,3.32566
345,3.10786
346,2.7879
347,2.89582
348,3.24054
349,3.41222
350,2.90013
351,2.81802
352,3.55656
353,2.30992
354,3.23102
355,2.63529
356,3.58069
357,2.87549
358,2.57318
359,3.36396
360,3.09501
361,3.05676
362,3.36347
363,2.45478
364,2.49153
365,2.70546
366,3.09481
367,2.92721
368,2.61257
369,4.55302
370,4.1162
371,4.24984
372,4.48573
373,3.96531
374,3.72287
375,4.03361
376,4.2361
377,4.14759
378,4.12317
379,3.93225
380,3.61072
381,3.96082
382,3.37283
383,4.12603
384,2.91469
385,4.10075
386,3.54012
387,4.05058
388,3.17946
389,4.32352
390,3.81736
391,3.62405
392,3.20412
393,4.01196
394,4.08114
395,3.5992
396,3.11697
397,3.32565
398,2.9815
399,4.03399
400,3.93459
401,3.30466
402,3.39314
403,3.6492
404,3.60368
405,3.57736
406,3.4864
407,3.86786
408,4.08969
409,3.66554
410,3.9696
411,3.63017
412,4.31027
413,4.1571
414,3.51099
415,3.79856
416,3.04921
417,3.68607
418,3.87727
419,3.74197
420,1.86918
421,3.33977
422,3.79638
423,3.95277
424,3.99005
425,4.08969
426,3.54587
427,3.86682
428,3.87882
429,4.01643
430,3.62378
431,3.86409
432,3.42551
433,3.14081
434,3.2397
435,2.95736
436,3.10549
437,3.44942
438,4.10131
439,3.71403
440,3.19968
441,3.6951
442,3.91889
443,3.83861
444,3.51752
445,3.01951
446,3.18323
447,3.86103
448,3.6534
449,3.53132
450,3.44537
451,3.51902
452,3.29609
453,3.11163
454,3.74405
455,3.50396
456,3.28935
457,3.32233
458,3.70849
459,3.64883
460,4.07206
461,3.41062
462,3.96605
463,4.08859
464,3.73681
465,3.65966
466,3.7172
467,3.20088
468,3.32901
469,3.55715
470,3.90282
471,3.7888
472,3.19435
473,3.36731
474,3.91962
475,3.35211
476,3.3875
477,3.73046
478,2.77662
479,3.62721
480,3.20326
481,3.76169
482,3.75671
483,4.19875
484,4.35457
485,4.93283
486,3.77714
487,4.27666
488,4.28307
489,3.84776
490,3.2719
491,4.21325
492,3.29859
493,3.9775
494,3.84209
495,3.32765
496,3.52929
497,3.85301
498,2.6268
499,2.95865
500,3.69395
501,4.58524
502,4.07634
503,3.86159
504,3.99754
505,3.89878
506,3.62206
507,4.33144
508,4.4075
509,4.06547
510,3.70506
511,4.34581
512,4.14323
513,4.14771
514,4.05256
515,4.08711
516,3.67831
517,4.53205
518,3.60906
519,4.76695
520,3.34681
521,3.93216
522,4.47972
523,3.94094
524,3.65575
525,3.36364
526,3.78546
527,4.73166
528,4.2865
529,4.44224
530,3.74414
531,4.06309
532,4.56178
533,4.08065
534,4.13574
535,3.83184
536,3.2043
537,2.39209
538,4.05619
539,3.76488
540,3.55561
541,3.85378
542,4.0782
543,3.03515
544,2.36907
545,1.92204
546,3.17211
547,3.75558
548,3.05445
549,3.24776
550,2.47916
551,3.50143
552,1.98874
553,3.30213
554,1.47347
555,4.04145
556,3.2006
557,3.88252
558,3.71962
559,3.69855
560,3.8991
561,3.99758
562,2.85459
563,3.08557
564,3.74627
565,3.85868
566,3.89307
567,4.02573
568,3.86165
569,3.44612
570,3.6787
571,4.18166
572,3.40544
573,4.19931
574,2.9642
575,3.81001
576,4.36423
577,3.42452
578,3.54482
579,3.67098
580,2.69816
581,4.32874
582,3.46735
583,3.86795
584,3.62363
585,4.36125
586,3.55639
587,3.873
588,3.37841
589,4.01379
590,3.55744
591,4.25615
592,4.40459
593,3.80282
594,3.09608
595,3.25129
596,4.46293
597,4.25918
598,3.62711
599,3.63819
600,3.46632
601,4.45519
602,3.97861
603,3.72616
604,3.59486
605,3.08851
606,3.78729
607,4.04651
608,3.43542
609,3.70299
610,3.90605
611,4.43635
612,3.88569
613,3.64817
614,3.00102
615,2.51978
616,3.47415
617,3.04841
618,2.95495
619,3.23385
620,3.80159
621,2.69729
622,2.83109
623,2.68624
624,2.42115
625,2.62468
626,2.36778
627,3.49474
628,2.47048
629,3.56544
630,3.28363
631,2.59342
632,3.3136
633,2.65626
634,3.07439
635,1.95254
636,3.60089
637,3.60767
638,3.44428
639,3.0394
640,3.35073
641,3.03171
642,4.46623
643,4.74883
644,4.011
645,4.69067
646,4.17307
647,4.30834
648,3.68498
649,2.80141
650,3.61041
651,2.97045
652,2.87584
653,2.74491
654,3.51559
655,3.4348
656,3.29635
657,3.83681
658,2.36972
659,2.24152
660,3.22479
661,3.96089
662,3.70266
663,3.68195
664,2.74447
665,3.82293
666,2.69552
667,3.12399
668,2.97229
669,3.32314
670,3.08729
671,3.8162
672,3.38535
673,3.12456
674,2.96088
675,2.26706
676,2.44746
677,2.67676
678,2.31785
679,3.52367
680,2.60821
681,2.03382
682,2.50958
683,2.97584
684,3.47723
685,2.83724
686,2.79383
687,2.03593
688,2.15172
689,2.58755
690,2.10221
691,3.31859
692,3.63992
693,3.46428
694,3.51338
695,3.02417
696,3.19248
697,2.96806
698,3.10567
699,3.76415
700,3.88663
701,2.07357
702,3.16709
703,4.40941
704,3.41406
705,3.99959
706,3.19633
707,4.2774
708,3.05367
709,3.69128
710,3.05292
711,3.54576
712,4.14687
713,4.07634
714,3.02365
715,3.16638
716,2.55003
717,1.91099
718,2.29336
719,3.2927
720,3.67896
721,3.94566
722,3.47628
723,3.47531
724,3.49901
725,3.1901
726,3.4131
727,3.23617
728,3.94153
729,3.08885
730,3.40614
731,3.6678
732,3.99067
733,4.17478
734,4.54308
735,5.05082
736,4.43166
737,4.37031
738,4.11907
739,4.50009
740,3.80195
741,4.37074
742,3.75363
743,2.99384
744,4.90997
745,3.77952
746,4.67721
747,5.10338
748,3.86524
749,4.50447
750,4.77134
751,4.14653
752,4.1681
753,2.88858
754,4.79449
755,3.88295
756,4.39463
757,2.58262
758,4.28378
759,3.97367
760,4.581
761,3.7459
762,3.42738
763,4.19248
764,3.86148
765,4.16691
766,4.41057
767,4.56782
768,2.81529
769,4.88443
770,4.08092
771,2.70765
772,4.38402
773,4.71325
774,4.1642
775,3.68825
776,4.71055
777,2.77012
778,3.95876
779,4.30965
780,4.86938
781,4.05874
782,2.88147
783,4.55174
784,3.72127
785,4.28245
786,4.44242
787,4.33617
788,5.03614
789,5.29795
790,3.08962
791,3.37395
792,4.44926
793,5.14291
794,4.74695
795,4.74368
796,4.67841
797,4.95302
798,3.98113
799,4.44938
800,4.06139
801,3.79528
802,4.0709
803,4.12271
804,3.94801
805,3.721
806,3.18076
807,2.04123
808,4.12493
809,2.17672
810,3.44097
811,3.48516
812,2.09811
813,4.44649
814,4.78167
815,4.59667
816,4.21414
817,5.00719
818,3.995
819,3.37073
820,3.90621
821,4.59063
822,3.4128
823,3.43116
824,4.25129
825,4.30164
826,4.2542
827,3.1444
828,4.39595
829,4.29881
830,4.25744
831,2.28303
832,3.6437
833,4.23642
834,3.88762
835,3.39597
836,4.44429
837,3.3135
838,4.36799
839,4.2696
840,2.7834
841,4.16158
842,2.73301
843,3.70764
844,4.50249
845,4.48479
846,4.25937
847,4.12444
848,2.95803
849,2.69948
850,3.95588
851,4.15165
852,4.43368
853,4.62422
854,3.0309
855,4.87436
856,4.95979
857,4.68402
858,4.86666
859,4.89235
860,3.29925
861,3.07634
862,3.37364
863,3.59522
864,3.75456
865,3.25024
866,3.79735
867,3.76271
868,3.35289
869,2.2642
870,3.53324
871,3.30044
872,3.60974
873,2.97384
874,4.20156
875,3.37578
876,3.49511
877,3.79933
878,2.99829
879,3.98145
880,3.25513
881,3.27834
882,3.38356
883,4.26665
884,3.8796
885,3.20462
886,3.81743
887,3.43851
888,3.62219
889,3.82972
890,3.6342
891,2.49265
892,3.34981
893,3.80326
894,2.88768
895,3.78821
896,4.06118
897,3.44863
898,2.66617
899,3.49257
900,3.78918
901,4.20496
902,4.17393
903,3.0073
904,3.01486
905,2.81376
906,4.45787
907,3.63097
908,4.30888
909,3.96542
910,3.48778
911,3.93769
912,4.02751
913,3.10895
914,3.4948
915,3.80975
916,2.58395
917,2.4119
918,3.3747
919,2.90323
920,3.0781
921,3.8752
922,4.04597
923,3.68519
924,3.83299
925,3.58261
926,3.88266
927,3.72961
928,2.82469
929,3.18488
930,3.41504
931,3.60456
932,3.36177
933,3.78408
934,2.48563
935,3.99351
936,3.9216
937,4.01471
938,3.46572
939,3.83379
940,3.89214
941,4.48958
942,3.2747
943,3.72762
944,3.81283
945,3.37864
946,3.67148
947,2.13474
948,2.47083
949,4.27511
950,2.48214
951,4.49344
952,4.11951
953,4.59198
954,4.67655
955,4.0908
956,5.10182
957,4.69807
958,4.67604
959,4.80409
960,4.34069
961,4.57618
962,4.19969
963,4.41236
964,4.96845
965,4.87039
966,4.13129
967,4.48515
968,3.99203
969,4.55359
970,3.82455
971,4.46517
972,3.69967
973,4.22966
974,4.68863
975,3.44161
976,4.17215
977,3.54787
978,3.065
979,3.80675
980,4.58299
981,3.69903
982,3.77479
983,3.70458
984,3.23011
985,4.05722
986,2.82631
987,2.50327
988,3.92339
989,4.14238
990,3.69179
991,3.32524
992,3.57623
993,2.17346
994,1.73081
995,3.36452
996,3.52298
997,1.96627
998,3.60254
999,3.21681
1000,2.54596
1001,3.91169
1002,2.73047
1003,2.4497
1004,4.12295
1005,4.39954
1006,2.85265
1007,3.01405
1008,3.20391
1009,3.20699
1010,4.40552
1011,4.09039
1012,4.16749
1013,3.87545
1014,4.26494
1015,4.48814
1016,3.59766
1017,4.01056
1018,4.19777
1019,4.19449
1020,4.26653
1021,4.22682
1022,4.29601
1023,4.29267
1024,3.9589
1025,4.52949
1026,3.99723
1027,3.2039
1028,3.69084
1029,4.15401
1030,4.45193
1031,4.52303
1032,5.13982
1033,3.59249
1034,3.77406
1035,3.74157
1036,4.58078
1037,4.43167
1038,4.32305
1039,4.71104
1040,3.59811
1041,3.4638
1042,4.6777
1043,4.66614
1044,2.67572
1045,2.39649
1046,3.45031
1047,3.76136
1048,3.42439
1049,2.90234
1050,2.70546
1051,3.3161
1052,3.41527
1053,3.36443
1054,3.59236
1055,3.58869
1056,3.29962
1057,3.48241
1058,3.47853
1059,3.654
1060,4.39697
1061,3.46613
1062,2.63768
1063,3.76966
1064,3.76298
1065,2.33678
1066,3.5252
1067,3.79187
1068,3.49202
1069,4.03061
1070,3.45867
1071,3.52141
1072,4.73611
1073,4.71163
1074,4.45862
1075,4.73628
1076,3.57474
1077,4.29486
1078,4.08555
1079,4.20192
1080,4.25505
1081,3.83081
1082,3.71989
1083,4.81712
1084,4.4886
1085,3.5612
1086,3.88436
1087,3.20387
1088,3.89312
1089,2.24849
1090,3.34256
1091,3.25841
1092,1.9696
1093,3.49353
1094,2.87928
1095,4.11474
1096,3.82441
1097,3.18507
1098,2.90811
1099,3.83352
1100,4.41334
1101,3.44635
1102,3.85573
1103,4.18763
1104,4.12033
1105,3.62854
1106,3.47859
1107,2.33228
1108,3.02481
1109,4.06277
1110,4.41525
1111,4.1777
1112,4.23626
1113,4.14406
1114,4.41739
1115,4.17582
1116,3.82308
1117,3.60203
1118,3.09264
1119,2.37612
1120,4.20076
1121,4.78374
1122,3.7057
1123,4.37633
1124,4.50382
1125,3.65686
1126,3.36731
1127,3.89063
1128,3.26051
1129,3.15274
1130,3.86281
1131,3.33927
1132,3.22555
1133,2.83088
1134,3.79151
1135,3.22574
1136,3.14029
1137,4.01284
1138,3.39001
1139,3.29749
1140,3.84879
1141,3.44451
1142,3.26329
1143,3.33741
1144,3.349
1145,3.24779
1146,3.47371
1147,3.42991
1148,3.29957
1149,3.41045
1150,3.36532
1151,2.69914
1152,3.49575
1153,3.90479
1154,2.87262
1155,4.3234
1156,4.60256
1157,4.94138
1158,3.79268
1159,2.96904
1160,3.14792
1161,2.68009
1162,3.57786
1163,2.00328
1164,3.03444
1165,3.2101
1166,2.21217
1167,3.11006
1168,2.78556
1169,3.21005
1170,2.33913
1171,2.51567
1172,3.08809
1173,1.96303
1174,2.22406
1175,1.62641
1176,2.26034
1177,2.23744
1178,3.58929
1179,2.32878
1180,3.5913
1181,3.0445
1182,2.87798
1183,2.61282
1184,2.81246
1185,3.61819
1186,2.6004
1187,2.78468
1188,2.86836
1189,2.85641
1190,2.6038
1191,2.8192
1192,2.79378
1193,3.38603
1194,1.42316
1195,3.5528
1196,3.83394
1197,3.27379
1198,3.20706
1199,3.94032
1200,1.53305
1201,3.14581
1202,1.40877
1203,2.55364
1204,2.67837
1205,3.06202
1206,2.69003
1207,3.30323
1208,4.059
1209,3.25596
1210,3.39268
1211,3.08169
1212,4.02443
1213,3.56426
1214,3.59327
1215,3.55272
1216,3.16311
1217,3.5811
1218,3.92004
1219,3.69962
1220,4.16283
1221,2.95641
1222,3.71789
1223,3.79689
1224,3.93913
1225,3.81802
1226,3.39081
1227,3.48958
1228,3.62883
1229,3.25521
1230,3.3765
1231,3.38597
1232,4.66332
1233,4.36743
1234,4.52235
1235,4.67046
1236,4.48331
1237,4.46826
1238,4.38236
1239,4.78139
1240,4.75258
1241,4.52382
1242,3.67827
1243,5.00371
1244,4.36248
1245,4.58051
1246,4.53245
1247,4.9306
1248,4.61791
1249,4.66139
1250,4.68717
1251,4.33963
1252,3.36465
1253,3.76396
1254,3.69019
1255,3.82966
1256,3.47107
1257,2.18227
1258,2.41477
1259,3.10918
1260,3.24722
1261,3.56241
1262,2.81371
1263,3.70118
1264,1.8553
1265,2.71615
1266,3.58259
1267,2.53384
1268,3.91784
1269,3.40502
1270,4.81667
1271,4.48999
1272,4.53323
1273,5.02715
1274,4.34497
1275,4.43817
1276,3.77615
1277,4.83809
1278,4.5166
1279,5.01021
1280,4.68436
1281,4.23352
1282,2.47106
1283,3.35101
1284,3.76932
1285,3.8491
1286,2.67125
1287,3.30199
1288,2.45097
1289,2.21278
1290,3.24856
1291,2.57941
1292,3.47604
1293,2.74248
1294,3.58687
1295,4.79024
1296,4.76371
1297,3.99239
1298,4.76126
1299,4.52466
1300,4.03306
1301,2.9163
1302,3.94602
1303,4.02541
1304,4.44492
1305,4.64618
1306,2.4727
1307,4.36516
1308,3.5004
1309,3.04861
1310,4.105
1311,4.2744
1312,4.40075
1313,3.59644
1314,4.52969
1315,3.76816
1316,4.13963
1317,4.53603
1318,3.79352
1319,3.92424
1320,3.63617
1321,4.15154
1322,3.91111
1323,3.74297
1324,3.9449
1325,4.35787
1326,3.97953
1327,3.82162
1328,3.57849
1329,3.21461
1330,3.65235
1331,3.39321
1332,3.52781
1333,3.76018
1334,3.42618
1335,3.0959
1336,4.28434
1337,3.87147
1338,3.99473
1339,4.45887
1340,4.11313
1341,3.67609
1342,2.08071
1343,3.97761
1344,3.18057
1345,3.82554
1346,4.22578
1347,2.96229
1348,4.49736
1349,3.35149
1350,2.33473
1351,2.68178
1352,2.23203
1353,4.37468
1354,4.53413
1355,4.01435
1356,3.84892
1357,3.74196
1358,4.55598
1359,4.41206
1360,3.7626
1361,0.835766
1362,4.31487
1363,3.91688
1364,3.75942
1365,4.58546
1366,4.46748
1367,4.37127
1368,4.491
1369,3.70563
1370,3.76738
1371,3.39049
1372,2.81216
1373,3.85106
1374,2.76743
1375,4.12096
1376,3.06503
1377,3.78859
1378,3.99902
1379,3.15464
1380,3.92191
1381,4.23978
1382,3.6574
1383,4.31418
1384,2.34696
1385,2.97438
1386,3.81034
1387,4.08963
1388,3.98232
1389,3.68593
1390,3.72543
1391,3.05861
1392,2.7212
1393,3.4849
1394,3.6199
1395,4.07402
1396,4.16658
1397,2.51997
1398,4.51502
1399,4.33297
1400,4.19975
1401,3.58085
1402,3.58288
1403,3.80113
1404,4.45195
1405,4.35845
1406,3.23954
1407,3.16085
1408,3.19484
1409,3.4468
1410,3.18634
1411,2.03414
1412,3.91306
1413,3.63331
1414,3.04538
1415,3.72635
1416,2.9992
1417,2.68903
1418,3.29222
1419,3.61565
1420,3.12977
1421,2.94205
1422,2.32799
1423,3.78237
1424,2.92821
1425,3.03248
1426,3.75126
1427,3.87806
1428,4.01096
1429,3.4169
1430,3.40551
1431,3.02127
1432,3.81043
1433,3.40551
1434,2.84892
1435,3.25455
1436,3.6413
1437,3.4353
1438,2.98439
1439,2.72984
1440,3.4326
1441,4.4522
1442,3.3806
1443,3.25311
1444,3.7743
1445,3.05126
1446,3.52789
1447,3.5393
1448,3.91703
1449,2.69648
1450,3.31763
1451,3.06576
1452,3.28758
1453,3.40392
1454,2.63786
1455,3.72747
1456,3.63314
1457,3.51688
1458,4.03552
1459,4.63382
1460,3.67098
1461,4.3397
1462,3.59334
1463,3.44123
1464,3.88643
1465,3.5052
1466,3.34595
1467,3.72964
1468,3.77072
1469,3.98048
1470,4.38842
1471,3.88261
1472,3.0568
1473,3.6891
1474,3.58409
1475,3.83051
1476,4.00608
1477,3.54936
1478,4.14168
1479,4.33003
1480,2.49652
1481,3.20903
1482,3.44379
1483,3.62983
1484,3.44329
1485,3.2546
1486,2.50386
1487,3.52272
1488,4.64999
1489,3.29341
1490,3.38162
1491,3.65862
1492,2.43709
1493,3.86507
1494,3.40046
1495,4.56695
1496,3.91801
1497,3.93304
1498,3.76164
1499,3.77991
1500,3.7678
1501,4.42387
1502,4.36939
1503,4.42415
1504,3.43953
1505,4.19903
1506,1.96538
1507,3.55022
1508,2.4647
1509,2.71331
1510,3.49014
1511,2.92242
1512,3.97046
1513,2.71087
1514,3.52137
1515,3.702
1516,3.59591
1517,4.09541
1518,3.71836
1519,3.81781
1520,4.1247
1521,1.95238
1522,3.63029
1523,2.39581
1524,3.48603
1525,3.70416
1526,4.36351
1527,4.2071
1528,3.23948
1529,3.48757
1530,3.69683
1531,2.19151
1532,3.05074
1533,4.0559
1534,3.4963
1535,3.69528
1536,3.13166
1537,3.00989
1538,2.16828
1539,3.2657
1540,3.47961
1541,3.14894
1542,2.74993
1543,3.46823
1544,2.06226
1545,3.50216
1546,3.21875
1547,2.9099
1548,3.88035
1549,3.37252
1550,3.45503
1551,3.71713
1552,4.49638
1553,3.75906
1554,3.16489
1555,3.75391
1556,3.66024
1557,3.49953
1558,3.70252
1559,3.46282
1560,2.79635
1561,3.49311
1562,3.57198
1563,4.34271
1564,3.88528
1565,3.74244
1566,2.79593
1567,3.08071
1568,3.93088
1569,3.15131
1570,3.50048
1571,4.26664
1572,4.6991
1573,4.54727
1574,4.88586
1575,4.24199
1576,4.61322
1577,3.75686
1578,4.34111
1579,2.71683
1580,4.36136
1581,4.10469
1582,4.25967
1583,4.50591
1584,4.04809
1585,4.9854
1586,4.67779
1587,4.73079
1588,4.29754
1589,3.14448
1590,4.37813
1591,3.96257
1592,3.46797
1593,3.41774
1594,3.68551
1595,3.78531
1596,4.02615
1597,3.41382
1598,3.56381
1599,3.38158
1600,3.59646
1601,3.82638
1602,3.97659
1603,4.35217
1604,4.79207
1605,3.13425
1606,3.6655
1607,4.45946
1608,3.46665
1609,4.29729
1610,3.74415
1611,5.90336
1612,3.16654
1613,4.23282
1614,4.80673
1615,4.38178
1616,3.94414
1617,4.1561
1618,4.09469
1619,4.58662
1620,3.52269
1621,3.46182
1622,3.84931
1623,3.20604
1624,3.81202
1625,4.96073
1626,4.55159
1627,4.34382
1628,4.28261
1629,4.29851
1630,3.93075
1631,4.49622
1632,4.93121
1633,3.91155
1634,3.8792
1635,4.56786
1636,3.69894
1637,3.93393
1638,4.36514
1639,4.69233
1640,4.20315
1641,4.00904
1642,3.02994
1643,3.06455
1644,3.80637
1645,2.9334
1646,3.01227
1647,3.87214
1648,3.76301
1649,3.07853
1650,2.67543
1651,2.18392
1652,3.64794
1653,3.55141
1654,2.81989
1655,3.27802
1656,3.62577
1657,3.38103
1658,2.8969
1659,3.98677
1660,3.50381
1661,3.95799
1662,3.77404
1663,2.73081
1664,3.79084
1665,3.86318
1666,4.09291
1667,3.85957
1668,4.03904
1669,3.78564
1670,3.53196
1671,4.13511
1672,3.47043
1673,4.2012
1674,3.50282
1675,4.6443
1676,3.82221
1677,3.84924
1678,3.44992
1679,2.05723
1680,4.18036
1681,3.23451
1682,3.45687
1683,4.50221
1684,2.6023
1685,3.62033
1686,3.7477
1687,3.70329
1688,2.89466
1689,3.65791
1690,4.21647
1691,3.89464
1692,4.1624
1693,2.8287
1694,2.6284
1695,2.48126
1696,2.90356
1697,2.69799
1698,1.99839
1699,2.39542
1700,2.77778
1701,1.92345
1702,1.90907
1703,1.96324
1704,2.98508
1705,2.64018
1706,2.02872
1707,4.51263
1708,4.12746
1709,4.09152
1710,3.76105
1711,2.07922
1712,2.58452
1713,2.25888
1714,3.40738
1715,2.91867
1716,3.03695
1717,2.59219
1718,3.8225
1719,2.36429
1720,3.85106
1721,4.08319
1722,3.16044
1723,2.35364
1724,3.79279
1725,2.06531
1726,3.04193
1727,2.93637
1728,3.95454
1729,3.58234
1730,1.8639
1731,3.35776
1732,2.60447
1733,4.10301
1734,2.88929
1735,3.74428
1736,2.67585
1737,3.173
1738,2.69627
1739,4.01514
1740,2.59539
1741,2.44675
1742,3.20611
1743,1.86396
1744,2.44697
1745,2.70624
1746,3.45401
1747,2.47706
1748,2.98191
1749,3.87882
1750,2.57252
1751,3.26395
1752,3.59085
1753,3.27808
1754,3.11195
1755,3.48096
1756,3.87395
1757,3.02946
1758,3.66081
1759,3.59249
1760,3.67684
1761,3.17315
1762,3.95006
1763,3.35208
1764,3.33178
1765,3.55683
1766,3.17924
1767,4.30899
1768,2.72462
1769,3.52703
1770,2.90058
1771,3.59849
1772,3.69316
1773,3.70608
1774,4.30493
1775,3.83818
1776,3.41096
1777,4.54166
1778,4.172
1779,3.66396
1780,4.90445
1781,4.76944
1782,4.4927
1783,4.27483
1784,4.35569
1785,4.58511
1786,5.01269
1787,3.84079
1788,3.95301
1789,3.72048
1790,4.22021
1791,3.79467
1792,4.00887
1793,3.50037
1794,3.29321
1795,4.32153
1796,4.01687
1797,4.1093
1798,3.87934
1799,3.73299
1800,3.40565
1801,3.87216
1802,3.7736
1803,3.60768
1804,3.88436
1805,3.16936
1806,4.11005
1807,4.28463
1808,3.64509
1809,3.31576
1810,3.5291
1811,4.2813
1812,3.8047
1813,3.39867
1814,3.52242
1815,4.09495
1816,3.10573
1817,3.56157
1818,3.23402
1819,2.84892
1820,3.40813
1821,3.65571
1822,3.48924
1823,3.96204
1824,3.51622
1825,3.1889
1826,3.12411
1827,3.61296
1828,4.00583
1829,3.81806
1830,2.98099
1831,3.56662
1832,3.68275
1833,3.66287
1834,2.91404
1835,3.66435
1836,3.30039
1837,2.89468
1838,1.89088
1839,3.09199
1840,3.88595
1841,4.24725
1842,3.90473
1843,4.5092
1844,4.01835
1845,4.25913
1846,3.93884
1847,4.41501
1848,3.49216
1849,3.38354
1850,3.7539
1851,3.6973
1852,4.06418
1853,2.70807
1854,4.28348
1855,4.20835
1856,3.86799
1857,4.11492
1858,3.30453
1859,4.11108
1860,3.35933
1861,3.96807
1862,3.72195
1863,3.79771
1864,4.04066
1865,4.00112
1866,4.05533
1867,4.20443
1868,3.78793
1869,3.79463
1870,3.48028
1871,3.18601
1872,3.97051
1873,3.86654
1874,3.95165
